Unique_ID,Site,Country,Country-Code,County,Region,Latitude,Longitude,Alt_(masl),Modelled_Mean_Annual_Precipitation_(MAP)_(‰),Underlying_Geology,Simplified_Geology,Environment,Date,Date_Category,Element_Sampled,Bone/Tooth,Grave/ID number,Skeleton/Lab_ID,Sk_Age,Age_Category,Sex,Gender,d13C,Measured_O-carb_PDB,O-carb_SMOW,O-PO4_SMOW_Iacumin,O-PO4_SMOW_Measured/Chenery_2012,Chenery_2010_correction,O-dw-SMOW_Levinson,O-dw-SMOW_Chenery_2012,T/degC_Levinson,T/degC_Chenery,87Sr/86Sr,Δ18OMAP-dw_Levinson,Δ18OMAP-dw_Chenery,Δ18Odw-MAP_Levinson,Δ18Odw-MAP_Chenery,Reference
OSR_84,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,580-650 AD,C/D,upper PM2 R,Tooth,64,,25-35,F5,F,F,-14,-3.8,27,18,18.2,16.6,-6.2,-5.7,13.9,14.7,,-0.7,-1.2,0.7,1.2,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_85,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,630-690 AD,D,upper M2(?),Tooth,72,,Adult - old,M6,M,M,-12.9,-6,24.7,15.7,15.8,14.3,-11,-9.3,5.6,8.5,,4.1,2.4,-4.1,-2.4,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_86,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,630-690 AD,D,lower M2 L,Tooth,73,,c. 25,M4,M,M,-12.9,-4.3,26.5,17.4,17.6,16,-7.3,-6.6,11.9,13.2,,0.4,-0.3,-0.4,0.3,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_87,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,580-530 AD,C,lower M2 R,Tooth,82,,20-25,M4,M,M,-14,-5.8,24.9,15.9,16,14.5,-10.6,-9,6.3,9,,3.7,2.1,-3.7,-2.1,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_88,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,580-680 AD,C/D,upper M2 L,Tooth,84,,35-40,F5,F,F,-13.8,-6.2,24.5,15.5,15.6,14.1,-11.5,-9.7,4.8,7.9,,4.6,2.8,-4.6,-2.8,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_89,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,630-690 AD,D,upper M2 L,Tooth,105,,25-35,M4/5,M,M,-12.9,-3.7,27.1,18,18.3,16.6,-6,-5.6,14.1,14.9,,-0.9,-1.3,0.9,1.3,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_90,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,580-690 AD,C/D,lower PM1 L,Tooth,113,,25-30,F4/5,F,F,-14,-5.5,25.2,16.2,16.3,14.8,-10,-8.5,7.4,9.9,,3.1,1.6,-3.1,-1.6,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_91,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,590-680 AD,C/D,lower M2 R,Tooth,116,,20-25,M4,M,M,-15.3,-4.3,26.4,17.4,17.6,16,-7.4,-6.6,11.8,13.1,,0.5,-0.3,-0.5,0.3,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_92,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,580-680 AD,C/D,upper M1 R,Tooth,121,,45+,F5/6,F,F,-13.2,-3.4,27.5,18.4,18.7,17,-5.2,-5,15.5,15.9,,-1.7,-1.9,1.7,1.9,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_93,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,565-645 AD,C,lower C L,Tooth,123,,35-40,M5,M,M,-13.4,-5.3,25.5,16.4,16.6,15,-9.5,-8.2,8.3,10.5,,2.6,1.3,-2.6,-1.3,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_94,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,625-680 AD,D,upper M2(?) R,Tooth,124,,30-35,F5,F,F,-14.4,-5.5,25.3,16.3,16.4,14.9,-9.9,-8.5,7.6,10,,3,1.6,-3,-1.6,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_95,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,565-645 AD,B/C,lower M2 R,Tooth,125a,,35-45,M5,M,M,-14.7,-5.9,24.8,15.8,15.9,14.4,-10.9,-9.2,5.9,8.7,,4,2.3,-4,-2.3,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_96,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,580-680 AD,C/D,upper M3 R,Tooth,129a,,23-25,M4,M,M,-14,-5,25.7,16.7,16.9,15.3,-8.8,-7.7,9.3,11.3,,1.9,0.8,-1.9,-0.8,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_97,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,565-645 AD,B/C,lower M2 R,Tooth,129b,,35-45,M5,M,M,-13.2,-5.9,24.9,15.9,16,14.5,-10.7,-9.1,6.2,8.9,,3.8,2.2,-3.8,-2.2,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_98,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,545-645 AD,B/C,upper M2 L,Tooth,135,,c. 20,M4,M,M,-13.3,-6.7,24,15,15.1,13.6,-12.5,-10.5,3.1,6.6,,5.6,3.6,-5.6,-3.6,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_99,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,625-680 AD,D,upper M1 R,Tooth,138,,c. 25,F4,F,F,-15.4,-3.7,27.1,18.1,18.3,16.7,-5.9,-5.5,14.4,15,,-1,-1.4,1,1.4,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_100,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,625-680 AD,D,lower M2 L,Tooth,144,,20-25,M4,M,M,-14.1,-6.3,24.5,15.5,15.6,14.1,-11.6,-9.7,4.7,7.8,,4.7,2.8,-4.7,-2.8,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_101,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,690-700 AD,E,lower M2 L,Tooth,145a,,c. 21,M4,M,U,-14,-6.2,24.5,15.6,15.7,14.2,-11.4,-9.6,5,8,,4.5,2.7,-4.5,-2.7,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_102,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,580-690 AD,C/D,lower M2 L,Tooth,150,,20-25,F4,F,U,-15,-5.3,25.4,16.4,16.6,15,-9.5,-8.2,8.2,10.4,,2.6,1.3,-2.6,-1.3,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_103,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,545-645 AD,B/C,lower M3 L,Tooth,158,,35-45,M5,M,M,-14.4,-5.6,25.1,16.1,16.2,14.7,-10.2,-8.7,7,9.5,,3.3,1.8,-3.3,-1.8,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_104,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,610-685 AD,C/D,upper M1 R,Tooth,165,,35-40,M5,M,M,-13.9,-5.8,24.9,15.9,16,14.5,-10.6,-9,6.4,9.1,,3.7,2.1,-3.7,-2.1,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_105,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,580-680 AD,C/D,lower PM1 L,Tooth,175,,35+,F5,F,U,-15.1,-3.4,27.4,18.4,18.6,17,-5.3,-5,15.4,15.8,,-1.6,-1.9,1.6,1.9,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_106,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,625-680 AD,D,lower PM2 L,Tooth,180,,c. 30,F5,F,F,-13.9,-3.6,27.2,18.2,18.4,16.8,-5.8,-5.4,14.6,15.2,,-1.1,-1.5,1.1,1.5,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_107,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,630-690 AD,D,upper M2 R,Tooth,193,,20-25,M4,M,M,-14,-6.2,24.6,15.6,15.7,14.2,-11.4,-9.6,5.1,8.1,,4.5,2.7,-4.5,-2.7,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_108,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,630-690 AD,D,upper M2 R,Tooth,199,,c. 25,M4,M,M,-13.2,-6,24.7,15.7,15.8,14.3,-11,-9.3,5.6,8.5,,4.1,2.4,-4.1,-2.4,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_109,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,580-680 AD,C/D,upper M2 R,Tooth,208,,20-25,M4,M,M,-13.1,-6.2,24.5,15.5,15.6,14.1,-11.5,-9.7,4.8,7.9,,4.6,2.8,-4.6,-2.8,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_110,Holborough,England,14,Kent,Kent and East Sussex,51.33735,0.43694444,14,-7,"Chalk, Mudstone, Sandstone, Clay, Alluvium, Silt, Sand, Peat And Gravel",Chalk,Riverine,7th-8th century AD,D,upper PM1 L,Tooth,32,,20-30,F4,F,F,-14.7,-5.4,25.4,16.4,16.5,15,-9.6,-8.3,8.1,10.3,,2.6,1.3,-2.6,-1.3,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_111,Holborough,England,14,Kent,Kent and East Sussex,51.33735,0.43694444,14,-7,"Chalk, Mudstone, Sandstone, Clay, Alluvium, Silt, Sand, Peat And Gravel",Chalk,Riverine,7th-8th century AD,D,lower M2 L,Tooth,37,,35-45,M5,M,M,-13.8,-4.5,26.3,17.3,17.5,15.9,-7.6,-6.8,11.4,12.8,,0.6,-0.2,-0.6,0.2,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_112,Holborough,England,14,Kent,Kent and East Sussex,51.33735,0.43694444,14,-7,"Chalk, Mudstone, Sandstone, Clay, Alluvium, Silt, Sand, Peat And Gravel",Chalk,Riverine,7th-8th century AD,D,lower M2 R,Tooth,5,,20-30,M4,M,M,-13.4,-6.1,24.7,15.7,15.8,14.3,-11.1,-9.4,5.5,8.4,,4.1,2.4,-4.1,-2.4,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_113,Holborough,England,14,Kent,Kent and East Sussex,51.33735,0.43694444,14,-7,"Chalk, Mudstone, Sandstone, Clay, Alluvium, Silt, Sand, Peat And Gravel",Chalk,Riverine,7th-8th century AD,D,lower M2 L,Tooth,8,,20-30,M4,M,M,-13.3,-4.1,26.7,17.7,17.9,16.3,-6.8,-6.2,12.8,13.9,,-0.2,-0.8,0.2,0.8,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_114,Holborough,England,14,Kent,Kent and East Sussex,51.33735,0.43694444,14,-7,"Chalk, Mudstone, Sandstone, Clay, Alluvium, Silt, Sand, Peat And Gravel",Chalk,Riverine,7th-8th century AD,D,upper M1 R,Tooth,13,,20-30,M4,M,M,-15.2,-3.6,27.2,18.1,18.4,16.7,-5.8,-5.4,14.5,15.1,,-1.2,-1.6,1.2,1.6,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_115,Holborough,England,14,Kent,Kent and East Sussex,51.33735,0.43694444,14,-7,"Chalk, Mudstone, Sandstone, Clay, Alluvium, Silt, Sand, Peat And Gravel",Chalk,Riverine,7th-8th century AD,D,lower M3 L,Tooth,15,,18-22,F4,F,F,-14.4,-4.1,26.7,17.7,17.9,16.3,-6.8,-6.2,12.8,13.9,,-0.2,-0.8,0.2,0.8,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_116,Holborough,England,14,Kent,Kent and East Sussex,51.33735,0.43694444,14,-7,"Chalk, Mudstone, Sandstone, Clay, Alluvium, Silt, Sand, Peat And Gravel",Chalk,Riverine,7th-8th century AD,D,lower M3 L,Tooth,18,,30-40,F5,F,F,-13.4,-3.9,26.9,17.9,18.1,16.5,-6.4,-5.9,13.5,14.4,,-0.6,-1.1,0.6,1.1,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_117,Holborough,England,14,Kent,Kent and East Sussex,51.33735,0.43694444,14,-7,"Chalk, Mudstone, Sandstone, Clay, Alluvium, Silt, Sand, Peat And Gravel",Chalk,Riverine,7th-8th century AD,D,upper M2 R,Tooth,19,,18-25,F4,F,F,-13.1,-6,24.7,15.7,15.8,14.3,-11,-9.3,5.6,8.5,,4,2.3,-4,-2.3,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_118,Holborough,England,14,Kent,Kent and East Sussex,51.33735,0.43694444,14,-7,"Chalk, Mudstone, Sandstone, Clay, Alluvium, Silt, Sand, Peat And Gravel",Chalk,Riverine,7th-8th century AD,D,upper M3 L,Tooth,20,,20-30,F4,F,F,-13.5,-4.3,26.5,17.5,17.7,16.1,-7.2,-6.5,12.2,13.4,,0.2,-0.5,-0.2,0.5,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_119,Holborough,England,14,Kent,Kent and East Sussex,51.33735,0.43694444,14,-7,"Chalk, Mudstone, Sandstone, Clay, Alluvium, Silt, Sand, Peat And Gravel",Chalk,Riverine,7th-8th century AD,D,upper M2 L,Tooth,21,,20-30,M4,M,M,-14.3,-5,25.7,16.7,16.9,15.3,-8.9,-7.7,9.2,11.2,,1.9,0.7,-1.9,-0.7,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_120,Holborough,England,14,Kent,Kent and East Sussex,51.33735,0.43694444,14,-7,"Chalk, Mudstone, Sandstone, Clay, Alluvium, Silt, Sand, Peat And Gravel",Chalk,Riverine,7th-8th century AD,D,lower M2 R,Tooth,23,,20-30,M4,M,M,-13.3,-5.4,25.4,16.4,16.5,15,-9.7,-8.3,7.9,10.2,,2.7,1.3,-2.7,-1.3,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_121,Holborough,England,14,Kent,Kent and East Sussex,51.33735,0.43694444,14,-7,"Chalk, Mudstone, Sandstone, Clay, Alluvium, Silt, Sand, Peat And Gravel",Chalk,Riverine,7th-8th century AD,D,upper M3 R,Tooth,24,,20-30,M4,M,M,-12.8,-5.6,25.1,16.1,16.3,14.7,-10.1,-8.6,7.2,9.7,,3.1,1.6,-3.1,-1.6,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_122,Holborough,England,14,Kent,Kent and East Sussex,51.33735,0.43694444,14,-7,"Chalk, Mudstone, Sandstone, Clay, Alluvium, Silt, Sand, Peat And Gravel",Chalk,Riverine,7th-8th century AD,D,upper M3 R,Tooth,25,,20-30,F4,F,F,-13.2,-6.5,24.2,15.2,15.3,13.8,-12.1,-10.1,3.9,7.2,,5.1,3.1,-5.1,-3.1,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_123,Holborough,England,14,Kent,Kent and East Sussex,51.33735,0.43694444,14,-7,"Chalk, Mudstone, Sandstone, Clay, Alluvium, Silt, Sand, Peat And Gravel",Chalk,Riverine,7th-8th century AD,D,upper M3 R,Tooth,27,,25-30,M4,M,M,-14,-5,25.8,16.8,17,15.4,-8.7,-7.6,9.5,11.4,,1.7,0.6,-1.7,-0.6,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_124,Holborough,England,14,Kent,Kent and East Sussex,51.33735,0.43694444,14,-7,"Chalk, Mudstone, Sandstone, Clay, Alluvium, Silt, Sand, Peat And Gravel",Chalk,Riverine,7th-8th century AD,D,upper M3 L,Tooth,28,,20-30,M4,M,M,-13.3,-5.1,25.7,16.7,16.8,15.3,-9,-7.8,9.1,11.1,,2,0.8,-2,-0.8,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_125,Holborough,England,14,Kent,Kent and East Sussex,51.33735,0.43694444,14,-7,"Chalk, Mudstone, Sandstone, Clay, Alluvium, Silt, Sand, Peat And Gravel",Chalk,Riverine,7th-8th century AD,D,lower M3 L,Tooth,30,,20-30,F4,F,F,-14.4,-4.7,26,17,17.2,15.6,-8.2,-7.2,10.4,12.1,,1.2,0.2,-1.2,-0.2,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
OSR_126,King's Garden Hostel,England,14,Cambridgeshire,Cambridge and South Cambs,52.20408333,0.11,14,-7.4,"Mudstone, Sand, Gravel, Clay, Silt",Other,Fenland,600-700,D,upper M2,Tooth,2,8,25-35,F5,F?,F,-15.6,-6.2,24.5,15.6,15.7,14.2,-11.4,-9.6,5,8,,4,2.2,-4,-2.2,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
