Unique_ID,Site,Country,Country_Code,County,Region,Latitude,Longitude,Alt_(masl),Modelled_Mean_Annual_Precipitation_(MAP)_(‰),Underlying_Geology,Simplified_Geology,Environment,Date,Date_Category,Element_Sampled,Tissue_Age,Grave,Skeleton/Lab_ID,Sk_Age,Age_Category,Sex,Gender,Stature_(cm),Pathology,Grave_Goods,Number_of_Grave_Goods,Foreign_Objects,Grave_Orientation,Body_Position,Internment_Style,Distance_to_Nearest_Contemporary_Church_(km),d13C,d15N,Reference
CNB_1065,Eleutherna,Greece,26,Crete,,35.324119,24.670696,414,-6.2,Undifferentiated Sediment,Other,Island,6th-7th Century,B-D,Rib/long bone,13-45,19,7,33-45,M4/5,M,,,,,,,,,,,-16.9,11.1,"Bourbou C (2016). Health and Disease in Byzantine Crete (7th-12th Centures AD). Routledge, Abingdon."
CNB_1066,Eleutherna,Greece,26,Crete,,35.324119,24.670696,414,-6.2,Undifferentiated Sediment,Other,Island,6th-7th Century,B-D,Rib/long bone,25-35,20,026a,35.2,M4/5,M,,,,,,,,,,0,-19.5,8.3,"Bourbou C (2016). Health and Disease in Byzantine Crete (7th-12th Centures AD). Routledge, Abingdon."
CNB_1067,Eleutherna,Greece,26,Crete,,35.324119,24.670696,414,-6.2,Undifferentiated Sediment,Other,Island,6th-7th Century,B-D,Rib/long bone,15-35,27,028a,35,M4/5,M,,,,,,,,,,0,-18.3,8.3,"Bourbou C (2016). Health and Disease in Byzantine Crete (7th-12th Centures AD). Routledge, Abingdon."
CNB_1068,Eleutherna,Greece,26,Crete,,35.324119,24.670696,414,-6.2,Undifferentiated Sediment,Other,Island,6th-7th Century,B-D,Rib/long bone,Apr-24,31,013a,24,F4,F,,,,,,,,,,0,-18.8,5.6,"Bourbou C (2016). Health and Disease in Byzantine Crete (7th-12th Centures AD). Routledge, Abingdon."
CNB_1069,Eleutherna,Greece,26,Crete,,35.324119,24.670696,414,-6.2,Undifferentiated Sediment,Other,Island,6th-7th Century,B-D,Rib/long bone,25-49,32,012b,45-49,M5,M,,,,,,,,,,,-18.7,5.8,"Bourbou C (2016). Health and Disease in Byzantine Crete (7th-12th Centures AD). Routledge, Abingdon."
CNB_1070,Eleutherna,Greece,26,Crete,,35.324119,24.670696,414,-6.2,Undifferentiated Sediment,Other,Island,6th-7th Century,B-D,Rib/long bone,0-25,33,015a,17-25,M4,M,,,,,,,,,,,-18.1,8.7,"Bourbou C (2016). Health and Disease in Byzantine Crete (7th-12th Centures AD). Routledge, Abingdon."
CNB_1071,Eleutherna,Greece,26,Crete,,35.324119,24.670696,414,-6.2,Undifferentiated Sediment,Other,Island,6th-7th Century,B-D,Rib/long bone,15-35,34,014a,35,M4/5,M,,,,,,,,,,0,-19,7.4,"Bourbou C (2016). Health and Disease in Byzantine Crete (7th-12th Centures AD). Routledge, Abingdon."
CNB_1072,Eleutherna,Greece,26,Crete,,35.324119,24.670696,414,-6.2,Undifferentiated Sediment,Other,Island,6th-7th Century,B-D,Rib/long bone,39-59,36,19,59,F6,F,,,,,,,,,,,-19.1,8,"Bourbou C (2016). Health and Disease in Byzantine Crete (7th-12th Centures AD). Routledge, Abingdon."
CNB_1073,Eleutherna,Greece,26,Crete,,35.324119,24.670696,414,-6.2,Undifferentiated Sediment,Other,Island,6th-7th Century,B-D,Rib/long bone,0-15,40,016g,15,U3,U,,,,,,,,,,,-19,11.5,"Bourbou C (2016). Health and Disease in Byzantine Crete (7th-12th Centures AD). Routledge, Abingdon."
CNB_1074,Eleutherna,Greece,26,Crete,,35.324119,24.670696,414,-6.2,Undifferentiated Sediment,Other,Island,6th-7th Century,B-D,Rib/long bone,,41,006g,adult,Adult,F,,,,,,,,,,,-17.9,9.3,"Bourbou C (2016). Health and Disease in Byzantine Crete (7th-12th Centures AD). Routledge, Abingdon."
CNB_1075,Eleutherna,Greece,26,Crete,,35.324119,24.670696,414,-6.2,Undifferentiated Sediment,Other,Island,6th-7th Century,B-D,Rib/long bone,0-30,42,017a,27-30,F5,F,,,,,,,,,,,-19.3,7.4,"Bourbou C (2016). Health and Disease in Byzantine Crete (7th-12th Centures AD). Routledge, Abingdon."
CNB_1076,Eleutherna,Greece,26,Crete,,35.324119,24.670696,414,-6.2,Undifferentiated Sediment,Other,Island,6th-7th Century,B-D,Rib/long bone,May-25,42,017b,25,M4,M,,,,,,,,,,0,-18.7,7.9,"Bourbou C (2016). Health and Disease in Byzantine Crete (7th-12th Centures AD). Routledge, Abingdon."
CNB_1077,Eleutherna,Greece,26,Crete,,35.324119,24.670696,414,-6.2,Undifferentiated Sediment,Other,Island,6th-7th Century,B-D,Rib/long bone,Oct-35,44,24,30-35,F5,F,,,,,,,,,,,-18.2,7.8,"Bourbou C (2016). Health and Disease in Byzantine Crete (7th-12th Centures AD). Routledge, Abingdon."
CNB_1078,Eleutherna,Greece,26,Crete,,35.324119,24.670696,414,-6.2,Undifferentiated Sediment,Other,Island,6th-7th Century,B-D,Rib/long bone,May-35,47,036a,25-35,M4,M,,,,,,,,,,,-19.3,8.9,"Bourbou C (2016). Health and Disease in Byzantine Crete (7th-12th Centures AD). Routledge, Abingdon."
CNB_1079,Eleutherna,Greece,26,Crete,,35.324119,24.670696,414,-6.2,Undifferentiated Sediment,Other,Island,6th-7th Century,B-D,Rib/long bone,34-54,48,035a,54,F6,F,,,,,,,,,,,-18.1,9.3,"Bourbou C (2016). Health and Disease in Byzantine Crete (7th-12th Centures AD). Routledge, Abingdon."
CNB_1080,Eleutherna,Greece,26,Crete,,35.324119,24.670696,414,-6.2,Undifferentiated Sediment,Other,Island,6th-7th Century,B-D,Rib/long bone,34-54,48,035b,54,F6,F,,,,,,,,,,,-19.4,6.7,"Bourbou C (2016). Health and Disease in Byzantine Crete (7th-12th Centures AD). Routledge, Abingdon."
CNB_1081,Enge,Norway,5,Nordland,,66.333,14.117,5,-12.4,"Lime, mica, slate, quartz, amphibiolite",Volcanic/Metamorphic,"Lake, Fiordland",550-800,B-F,Femur,Oct-45,,4502,30-45,M4/5,M,,,,,,,,,,,-18.3,13.2,"Naumann E, Price TD, Richards MP (2014). ""Changes in Dietary Practices and Social Organization During the Pivotal Late Iron Age Period in Norway (AD 550-1030): Isotope Analyses of Merovingian and Viking Age Human Remains."" American Journal of Physical Anthropology 155: 322-331."
CNB_1082,"Farmer's Avenue (Cemetery 3), Norwich",England,14,Norfolk,East,52.627887,1.296159,25,-7.6,"Quaternary and Neogene Sand and Gravel, Cretaceous Chalk",Chalk,Riverine,770-1030,E-G,bone,,11595,GU-5733,9-Oct,2/U3,U,U,,,,,,W-E,Extended supine,,0.1,-19,13.4,"Bayliss A, Sheperd Popiscu E, Cook G, Bronk Ramsey C, Beaven-Athfield N (2009). ""Radiocarbon Dating."" in Shepherd Popiscu E. Norwich Castle: Excavations and Historical Survey 1987–98. Part I Anglo-Saxon to c.1345. Gressenhall: NAU Archaeology and Norfolk Historic Environment."
CNB_1083,"Farmer's Avenue (Cemetery 3), Norwich",England,14,Norfolk,East,52.627887,1.296159,25,-7.6,"Quaternary and Neogene Sand and Gravel, Cretaceous Chalk",Chalk,Riverine,880-1030,F,bone,,11636,GU-5734,Young/Middle Adult,M4/5,M,U,,,,,,W-E,Extended supine,,0.1,-18.7,10.5,"Bayliss A, Sheperd Popiscu E, Cook G, Bronk Ramsey C, Beaven-Athfield N (2009). ""Radiocarbon Dating."" in Shepherd Popiscu E. Norwich Castle: Excavations and Historical Survey 1987–98. Part I Anglo-Saxon to c.1345. Gressenhall: NAU Archaeology and Norfolk Historic Environment."
CNB_1084,"Farmer's Avenue (Cemetery 3), Norwich",England,14,Norfolk,East,52.627887,1.296159,25,-7.6,"Quaternary and Neogene Sand and Gravel, Cretaceous Chalk",Chalk,Riverine,690-1030,E-G,bone,,11653,GU-5735,21-25,F4,F,U,,,,,,W-E,Extended supine,,0.1,-19,11,"Bayliss A, Sheperd Popiscu E, Cook G, Bronk Ramsey C, Beaven-Athfield N (2009). ""Radiocarbon Dating."" in Shepherd Popiscu E. Norwich Castle: Excavations and Historical Survey 1987–98. Part I Anglo-Saxon to c.1345. Gressenhall: NAU Archaeology and Norfolk Historic Environment."
CNB_1085,"Farmer's Avenue (Cemetery 3), Norwich",England,14,Norfolk,East,52.627887,1.296159,25,-7.6,"Quaternary and Neogene Sand and Gravel, Cretaceous Chalk",Chalk,Riverine,780-1150,F-H,bone,,11669,GU-5736,Young Adult,F4,F,U,,,,,,W-E,Extended supine,,0.1,-18.4,13.9,"Bayliss A, Sheperd Popiscu E, Cook G, Bronk Ramsey C, Beaven-Athfield N (2009). ""Radiocarbon Dating."" in Shepherd Popiscu E. Norwich Castle: Excavations and Historical Survey 1987–98. Part I Anglo-Saxon to c.1345. Gressenhall: NAU Archaeology and Norfolk Historic Environment."
CNB_1086,"Farmer's Avenue (Cemetery 3), Norwich",England,14,Norfolk,East,52.627887,1.296159,25,-7.6,"Quaternary and Neogene Sand and Gravel, Cretaceous Chalk",Chalk,Riverine,780-1160,F-H,bone,,11689,GU-5737,Middle Aged,F5,F,U,,,,,,W-E,Extended supine,,0.1,-19.2,10.4,"Bayliss A, Sheperd Popiscu E, Cook G, Bronk Ramsey C, Beaven-Athfield N (2009). ""Radiocarbon Dating."" in Shepherd Popiscu E. Norwich Castle: Excavations and Historical Survey 1987–98. Part I Anglo-Saxon to c.1345. Gressenhall: NAU Archaeology and Norfolk Historic Environment."
CNB_1087,"Farmer's Avenue (Cemetery 3), Norwich",England,14,Norfolk,East,52.627887,1.296159,25,-7.6,"Quaternary and Neogene Sand and Gravel, Cretaceous Chalk",Chalk,Riverine,720-1040,E-G,bone,,11723,GU-5738,Middle Age or Old,F5/6,F,U,,,,,,W-E,Extended supine,,0.1,-19.3,10.1,"Bayliss A, Sheperd Popiscu E, Cook G, Bronk Ramsey C, Beaven-Athfield N (2009). ""Radiocarbon Dating."" in Shepherd Popiscu E. Norwich Castle: Excavations and Historical Survey 1987–98. Part I Anglo-Saxon to c.1345. Gressenhall: NAU Archaeology and Norfolk Historic Environment."
CNB_1088,"Farmer's Avenue (Cemetery 3), Norwich",England,14,Norfolk,East,52.627887,1.296159,25,-7.6,"Quaternary and Neogene Sand and Gravel, Cretaceous Chalk",Chalk,Riverine,890-1150,F-H,bone,,11775,GU-5739,Young/Middle Adult,F4/5,F,U,,,,,,W-E,Extended supine,,0.1,-19.7,9.9,"Bayliss A, Sheperd Popiscu E, Cook G, Bronk Ramsey C, Beaven-Athfield N (2009). ""Radiocarbon Dating."" in Shepherd Popiscu E. Norwich Castle: Excavations and Historical Survey 1987–98. Part I Anglo-Saxon to c.1345. Gressenhall: NAU Archaeology and Norfolk Historic Environment."
CNB_1089,"Farmer's Avenue (Cemetery 3), Norwich",England,14,Norfolk,East,52.627887,1.296159,25,-7.6,"Quaternary and Neogene Sand and Gravel, Cretaceous Chalk",Chalk,Riverine,880-1030,F,bone,,11806,GU-5740,Young Adult,M4,M?,U,,,,,,W-E,Extended supine,,0.1,-19,11.7,"Bayliss A, Sheperd Popiscu E, Cook G, Bronk Ramsey C, Beaven-Athfield N (2009). ""Radiocarbon Dating."" in Shepherd Popiscu E. Norwich Castle: Excavations and Historical Survey 1987–98. Part I Anglo-Saxon to c.1345. Gressenhall: NAU Archaeology and Norfolk Historic Environment."
CNB_1090,"Farmer's Avenue (Cemetery 3), Norwich",England,14,Norfolk,East,52.627887,1.296159,25,-7.6,"Quaternary and Neogene Sand and Gravel, Cretaceous Chalk",Chalk,Riverine,890-1190,F-H,bone,,22031,GU-5741,Old,F6,F,U,,,,,,W-E,Extended supine,Earth cut grave,0.1,-18.9,11.3,"Bayliss A, Sheperd Popiscu E, Cook G, Bronk Ramsey C, Beaven-Athfield N (2009). ""Radiocarbon Dating."" in Shepherd Popiscu E. Norwich Castle: Excavations and Historical Survey 1987–98. Part I Anglo-Saxon to c.1345. Gressenhall: NAU Archaeology and Norfolk Historic Environment."
CNB_1091,"Farmer's Avenue (Cemetery 3), Norwich",England,14,Norfolk,East,52.627887,1.296159,25,-7.6,"Quaternary and Neogene Sand and Gravel, Cretaceous Chalk",Chalk,Riverine,620-1150,C-H,bone,,22116,GU-5742,10-Nov,U3,U,U,,,,,,W-E,Extended supine,Earth cut grave,0.1,-18.7,11.9,"Bayliss A, Sheperd Popiscu E, Cook G, Bronk Ramsey C, Beaven-Athfield N (2009). ""Radiocarbon Dating."" in Shepherd Popiscu E. Norwich Castle: Excavations and Historical Survey 1987–98. Part I Anglo-Saxon to c.1345. Gressenhall: NAU Archaeology and Norfolk Historic Environment."
CNB_1092,"Farmer's Avenue (Cemetery 3), Norwich",England,14,Norfolk,East,52.627887,1.296159,25,-7.6,"Quaternary and Neogene Sand and Gravel, Cretaceous Chalk",Chalk,Riverine,930-1020,F,bone,,60381,GU-5743,Middle Age or Old,F5/6,F,U,,,,,,W-E,Extended supine,,0.1,-20.4,9.3,"Bayliss A, Sheperd Popiscu E, Cook G, Bronk Ramsey C, Beaven-Athfield N (2009). ""Radiocarbon Dating."" in Shepherd Popiscu E. Norwich Castle: Excavations and Historical Survey 1987–98. Part I Anglo-Saxon to c.1345. Gressenhall: NAU Archaeology and Norfolk Historic Environment."
CNB_1093,"Farmer's Avenue (Cemetery 3), Norwich",England,14,Norfolk,East,52.627887,1.296159,25,-7.6,"Quaternary and Neogene Sand and Gravel, Cretaceous Chalk",Chalk,Riverine,900-1160,F-H,bone,,60458,GU-5744,Middle Age or Old,F5/6,F,U,,,,,,W-E,Extended supine,,0.1,-19.5,10.1,"Bayliss A, Sheperd Popiscu E, Cook G, Bronk Ramsey C, Beaven-Athfield N (2009). ""Radiocarbon Dating."" in Shepherd Popiscu E. Norwich Castle: Excavations and Historical Survey 1987–98. Part I Anglo-Saxon to c.1345. Gressenhall: NAU Archaeology and Norfolk Historic Environment."
CNB_1094,"Farmer's Avenue (Cemetery 3), Norwich",England,14,Norfolk,East,52.627887,1.296159,25,-7.6,"Quaternary and Neogene Sand and Gravel, Cretaceous Chalk",Chalk,Riverine,940-1030,F,bone,,60466,GU-5745,Middle Age or Old,F5/6,F,U,,,,,,W-E,Extended supine,,0.1,-19.1,9.6,"Bayliss A, Sheperd Popiscu E, Cook G, Bronk Ramsey C, Beaven-Athfield N (2009). ""Radiocarbon Dating."" in Shepherd Popiscu E. Norwich Castle: Excavations and Historical Survey 1987–98. Part I Anglo-Saxon to c.1345. Gressenhall: NAU Archaeology and Norfolk Historic Environment."
CNB_1095,"Farmer's Avenue (Cemetery 3), Norwich",England,14,Norfolk,East,52.627887,1.296159,25,-7.6,"Quaternary and Neogene Sand and Gravel, Cretaceous Chalk",Chalk,Riverine,990-1220,F-I,bone,,60502,GU-5746,35-40,F5,F,U,,,,,,W-E,Extended supine,,0.1,-19.4,10.6,"Bayliss A, Sheperd Popiscu E, Cook G, Bronk Ramsey C, Beaven-Athfield N (2009). ""Radiocarbon Dating."" in Shepherd Popiscu E. Norwich Castle: Excavations and Historical Survey 1987–98. Part I Anglo-Saxon to c.1345. Gressenhall: NAU Archaeology and Norfolk Historic Environment."
CNB_1096,"Farmer's Avenue (Cemetery 3), Norwich",England,14,Norfolk,East,52.627887,1.296159,25,-7.6,"Quaternary and Neogene Sand and Gravel, Cretaceous Chalk",Chalk,Riverine,770-1150,E-H,bone,,60541,GU-5747,Middle Age or Old,M5/6,M,U,,,,,,W-E,Extended supine,,0.1,-21.2,7.2,"Bayliss A, Sheperd Popiscu E, Cook G, Bronk Ramsey C, Beaven-Athfield N (2009). ""Radiocarbon Dating."" in Shepherd Popiscu E. Norwich Castle: Excavations and Historical Survey 1987–98. Part I Anglo-Saxon to c.1345. Gressenhall: NAU Archaeology and Norfolk Historic Environment."
CNB_1097,Fillingham ,England,14,North Lincolnshire,Yorkshire and North Lincolnshire,53.360874,-0.579144,35,-8.1,"Jurassic Limestone and Sandstone, Mudstone, Siltstone",Other,Inland,900-1035,F/G,Rib,16-45,,FCR03,26-45,F5,F,U,162,,N,0,0,W-E,Extended supine,Stone lined grave,0.25,-20.4,10.5,MacPherson PM (2005). Tracing Change: An Isotopic Investigation of Anglo-Saxon Childhood Diet. Unpublished PhD Thesis. Sheffield: University of Sheffield. 
CNB_1098,Fillingham ,England,14,North Lincolnshire,Yorkshire and North Lincolnshire,53.360874,-0.579144,35,-8.1,"Jurassic Limestone and Sandstone, Mudstone, Siltstone",Other,Inland,980-1035,G,Rib,16-45,,FCR04,26-45,M4/5,M,U,167,,N,0,0,W-E,Extended supine,Stone lined grave,0.25,-20.6,11.8,MacPherson PM (2005). Tracing Change: An Isotopic Investigation of Anglo-Saxon Childhood Diet. Unpublished PhD Thesis. Sheffield: University of Sheffield. 
CNB_1099,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,510-580 AD,B,Rib,40-60,6,FING_6_R,50-60,M5,M,M,173,"periodontal disease, calculus, enamel hypoplasia, caries, Schmorl's nodes","Fe spearhead, Fe knife, Cu-alloy and Fe buckle - waist belt fittings, amber Toggle bead/amulet, Fe awl broken, Fe-bound Cu alloy barrel-padlock, Fe ?tool blade frag",7,1,WSW-ENE,Extended supine,Earth cut grave,2.8,-20.3,8.6,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
CNB_1100,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,670-685 AD,D,Rib,15-30,8,FING_8_R,25-30,F5,F,F,154,"periodontal disease, calculus, hypoplasia","Pottery vessel, cu-alloy amulet box, necklace (11 glass beads), Fe shears, Fe knife, Cu-alloy pin, Sheath-mount, Chatelaine, Wooden box with Fe fittings, clay spindle whorl x2, Ag or Cu-alloy flat broad-ring annular brooch (or quoit brooch?) inside wooden box, Bone/antler pin-beater",13,0,WNW-ESE,Extended supine,Earth cut grave,2.8,-19.7,9.4,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
CNB_1101,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,525-570 AD,B,Rib,30-50,15,FING_15_R,40-50,M5,M,M?,174,"periodontal disease, hypoplasia,caries, abscesses, vertebral osteoarthritis, fused axis to C3","Hand-made pottery jar, Fe pin?/rivet, Fe and Cu-alloy buckle and ?strap/baldric fitting, Fe knife x2, Fe buckle for waist-belt, 2x faunal bones - food offering?",9,0,WNW-ESE,Extended supine,Earth cut grave,2.8,-20.9,9.5,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
CNB_1102,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,580-650 AD,C/D,Rib,20-40,16,FING_16_R,30-40,F5,F?,F,,"carie, slight periodontal disease, some osteoarthritic lipping","Necklace(1 amethyst bead, 6 glass beads), Cu-alloy pin, clay spindle whorl",3,1,WNW-ESE,Extended supine,Earth cut grave,2.8,-20.5,9,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
CNB_1103,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,565-645 AD,B/C,Rib,15-30,30,FING_30_R,25-30,M4,M?,U,173,"cRibra orbitalia, caries. Osteoarthritis","Cu-alloy buckle waist-belt, ?sleeve fittings (2x glass beads), Fe knife",4,0,WSW-ENE,Extended supine,Earth cut grave,2.8,-20.3,8.8,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
CNB_1104,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,580-690 AD,C/D,Rib,Oct-25,48,FING_48_R,20-25,M4,M,U,177,"cRibra orbitalia, periodontal disease, hypoplasia, caries, abcesses",N,0,0,WNW-ESE,Extended supine,Earth cut grave,2.8,-20,9.7,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
CNB_1105,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,580-650 AD,C/D,Rib,25-35,57,FING_57_R,35,F5,F,F,158,"dental attrition, periodontal disease, calculus, vertebral osteoarthritis, fractured left fibula","Hand-made pottery jar, Eggshell frags, Cu-alloy leaded gunmetal annular brooch x2, Bronze pin, Necklace(54 glass beads, 2 shell beads, leaded gunmetal ring, silver rings x 10, Leaded bronze ring, brass pendant, 5x amethyst beads, 2x Ag beads, 2x amber beads, Ag sheet silver pendant), leather?pouch with fittings - bone disc and 2x Fe rings, Fe knife, Fe shears, ?pouch or small box with bronze fittings, Cu-alloy (gunmetal) buckle",10,2,WSW-ENE,Extended supine,Wooden covering; earth cut grave,2.8,-20.1,9,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
CNB_1106,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,625-680 AD,D,Rib,Oct-20,61,FING_61_R,20,F4,F,F,165,"abcesses, caries, calculus, periodontal disease, hypoplasia, cRibra orbitalia","Necklace(5x glass beads, 1x amethyst bead, Au ring)",1,1,W-E,Extended supine,Earth cut grave,2.8,-20,8.8,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
CNB_1107,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,580-680 AD,C/D,Rib,Oct-20,63,FING_63_R,20,F4,F,U,158,"calculus, osteoporosis on left and right acetabula",N,0,0,W-E,Extended supine,Earth cut grave,2.8,-20.2,10,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
CNB_1108,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,580-650 AD,C/D,Rib,15-35,64,FING_64_R,25-35,F5,F,F?,167,"dental attrition, calculus, cRibra orbitalia",glass bead frag,1,0,W-E,Extended supine,Coffin,2.8,-19.7,10,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
CNB_1109,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,630-690 AD,D,Rib,60-70,72,FING_72_R,Old Adult,M6,M,U,170,"antemortem tooth loss, caries, severe periodontal disease, calculus, cRibra orbitalia, vertebral osteoarthritis, osteoporosis of right acetabulum",Fe knife,1,0,WNW-ESE,Extended supine,Wooden covering; earth cut grave,2.8,-19.8,9,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
CNB_1110,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,630-690 AD,D,Rib,15-25,73,FING_73_R,25,M4,M,U,175,"dental calculus, enamel hypoplasia",N,0,0,WNW-ESE,Extended supine,Wooden covering; earth cut grave,2.8,-20.1,9.1,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
CNB_1111,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,580-530 AD,C,Rib,Oct-25,82,FING_82_R,20-25,M4,M,M,,,"Wheel made pottery jar, Fe spearhead and shaft fitting, Fe buckle for waist-belt, Fe knife, Leather pouch with metal fittings, wooden object with Fe fittings and textile remains, Fe tool - steel, Fe tool ?gouge/awl, Fe tool ?awl, Fe + leather + textile complex, Wooden object with Fe fittings, Tool frag ?awl",12,1,WSW-ENE,Extended supine,"Coffin, post hole for grave marker",2.8,-20.4,10.9,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
CNB_1112,Finglesham,England,14,Kent,Kent and East Sussex,51.235,1.34,12,-6.9,"Cretaceous Chalk, Palaeogene Alluvium, Sand, Gravel, Silt, Sand, Diamicton",Chalk,Coastal,580-680 AD,C/D,Rib,25-40,84,FING_84_R,35-40,F5,F,F,157,"considerable dental attrition, antemortem tooth loss, caries, calculus","Fragmentary Ag pendant, bronze pin, Cu alloy wire ring frag, Bronze buckle for waist-belt, Fe knife",5,0,W-E,Extended supine,Earth cut grave,2.8,-20.1,9.2,"Leggett, Samantha Alicen. “‘Tell Me What You Eat, and I Will Tell You Who You Are’: A Multi-Tissue and Multi-Scalar Isotopic Study of Diet and Mobility in Early Medieval England and Its European Neighbours.” PhD, University of Cambridge, 2020."
